sha256,pkgName,googlePlayDescription
3AE5876CFA2EE3C972DADD37A0B70D6DD442CB8ACAC961BB1A0959D7AAD5DE9E,com.herocraft.game.farmfrenzy,"Have you ever wondered what it would be like to run your own fully working farm?   Looking after chickens, sheep and cows, producing cakes, wool, butter and cheese.    If you fancy giving it a go without having to get up at the crack of dawn every day Farm Frenzy is the game for you!  In the style of time-management games like Diner Dash you’ll have to work hard to achieve your goals, whether that’s owning a certain number of animals, producing a specific number of goods or simply racking up a huge profit.  Farm Frenzy has 72 action-packed levels to keep you busy, starting from simple egg collecting tasks to the rigours of producing cheese, woolen cloth and cakes all at the same time.  To help you along the way you can upgrade various parts of your farm, from the vehicle you use to transport the goods to market, to the warehouse you can store goods in, even the buildings that produce the goods.  Soon you’ll be producing vast quantities of products and turning over a huge profit.  As well as the standard upgrades the really canny player may unlock special VIP bonuses, these include super-fast transport vehicles, automatic water-pumps and discount cards to secure cheaper purchasing of animals for your farm!  With bright vibrant graphics, a great soundtrack and more fun than an afternoon at the petting zoo, Farm Frenzy will have you hooked.    Game features:  •  72 original levels  •  Five animals to care for  •  Nine farm products to sell  •  Six buildings to purchase  •  Unlimited game time •  VIP bonuses •  Brilliant graphics and nice soundtrack  _____________________________________  FOLLOW US: @Herocraft  WATCH US: youtube.com/herocraft  LIKE US: facebook.com/herocraft.games"
F1E3250E96888D4A41D6C067A370DBB8B9EE8BC67AF683F43FD3C782219729FB,com.TeaM.Avatar,"You are welcome to experience AVATAR 2, the legendary and sought-after mobile farming game in Vietnam.   As well as growing plants and vegetables, you are also able to sell  home grown produce to your neighbors and friends. This game provides you with a special haven where your plants are evergreen and adorable domestic animals are raised.   Joining with us to make more great friends, upgrade your character with contemporary and ethereal clothing items.   Download game today to have a whale of a time with your buddies.   AVATAR 2 FEATURES:  - Grow plants and freely adjust or innovate your farmstead.  - Sell plants and fresh produce to neighbors and friends via your own supermarket  - Socialize and add more friends from all over the country - Take part in amusing activities like fishing, solving mazes and memory mini-games - Complete missions to obtain premier gifts for your character  For Customer Service Help: Email: help.avatarhd.team@gmail.com FB page: www.facebook.com/avt.teamobi"
79C923FAF638C495E8FFDEA7241329CFD8EFDE00390EF098B9BB142E15C60144,com.barilab.handmirror.googlemarket,"Introducing ""Mirror"", the perfect on-the-go app that transforms your phone into a high-definition, portable mirror with advanced features. Be ready for any situation with this easy-to-use, versatile tool designed to help you look your best anytime, anywhere.  Key Features:  High-Definition Mirror Experience: Harness the power of your phone's front camera to create a crystal-clear reflection, making it ideal for checking your appearance or applying makeup.  Adjustable Brightness and Zoom Control: Effortlessly adapt to any lighting condition with adjustable brightness, ensuring optimal clarity even in low-light situations. Plus, with zoom control, you can focus on the finer details of your look.  User-Friendly Interface: Navigate with ease using the sleek, intuitive interface designed for a seamless, hassle-free experience.  Compatibility: Works with most smartphones and devices, making it a must-have app for everyone who needs a mirror on-the-go.  Whether you're perfecting your makeup, fixing your hair, or just checking your appearance, ""Mirror"" is the essential beauty and grooming app. Its adjustable brightness and zoom features let you see your face in detail, even in dark environments. Download ""Mirror"" today and discover the convenience of having a pocket-sized mirror right at your fingertips."
FADD8276D7E00887F6A5C897D49E1BC935217684F9D124767D6049073EE64A4E,com.magicwach.rdefense,"Robo Defense is the ultimate portable tower defense experience.  Featuring open maps, upgrades, achievements and nice graphics.    The full version features 5 maps with unlimited upgrades and difficulty levels.    A free version is also available (try it first!).    Free version progress is automatically imported into the full version, should you choose to upgrade.   HTC Desire, San Francisco: Turning off ""High Quality Graphics"" fixes known issues.  Galaxy S: Turn on ""16-bit Backgrounds"" to fix studdering performance issues.  Atrix: Disable sound to improve stability   Performance tips: If the game is running sluggishly, try playing fully  ""zoomed in"".  Turning off ""High Quality Graphics Mode"", in the options menu, will also help on some phone models.    http://lupislabs.blogspot.com"
17D58E0DB68CB219A16195B0D7E20178BBCDD00F859D3A94798408C307DD84AB,com.sgg.sp,Build your retail empire within days and put your competitors out of business! An excellent mix of strategy and time management.  11 upgradeable store types 20 maps of various complexity up to 4 goals to achieve before the deadline 3 difficulty levels  1.0.8 bug fixes
B2CBE6AF78875126645751CE2B96C5E5499C0A03DCFA9DC5B93205162F984AFC,com.ea.games.r3_row,"Take on the world-wide motorsports – including Formula 1® - anytime, anywhere! Real cars. Real people. Real motorsports. This is Real Racing 3.  Read on for important info below! Real Racing 3 is the award-winning franchise that sets a new standard for mobile racing games. This app offers in-app purchases. You may disable in-app purchasing using your device settings. This app may contain content provided by third parties. Electronic Arts is not responsible for such content.  Boasting over 500 million downloads, Real Racing 3 features officially licensed tracks with over 40 circuits at 20 real-world locations, a 43-car grid and over 300 meticulously detailed cars from manufacturers like Porsche, Bugatti, Chevrolet, Aston Martin and Audi. Plus Real-Time Multiplayer, Social Leaderboards, a hub dedicated to Formula 1® Grand Prix™ and Championship events, Time Trials, night racing, and innovative Time Shifted Multiplayer™ (TSM) technology, allowing you to race anyone, anytime, anywhere.  **This is a resource-intensive game featuring extremely high-quality visuals. Please make sure you have at least 2.5GB of free space on your device.**  REAL CARS Take the wheel of over 300 vehicles from manufacturers like Ford, Aston Martin, McLaren, Koenigsegg and Bugatti.  REAL TRACKS Burn rubber on 20 real tracks in multiple configurations from worldwide locations, including Monza, Silverstone, Hockenheimring, Le Mans, Dubai Autodrome, Yas Marina, Circuit of the Americas and many more.  REAL PEOPLE Take on friends and rivals in global 8-player, cross-platform, real-time racing. Or drop into any race to challenge their AI-controlled versions in Time-Shifted Multiplayer™.  MORE CHOICES THAN EVER Compete in over 4,000 events, including Formula 1® Grands Prix™, Cup races, Eliminations and Endurance challenges. View the action from multiple camera angles and fine-tune the HUD and controls to your preference.  THE PREMIER RACING EXPERIENCE Powered by the remarkable Mint™ 3 Engine, Real Racing 3 features detailed car damage, fully functional rearview mirrors, and dynamic reflections for truly HD racing. __ User Agreement: https://www.ea.com/legal/user-agreement Game EULA: http://tos.ea.com/legalapp/mobileeula/US/en/GM/ Visit https://help.ea.com/ for assistance or inquiries. EA may retire online features and services after 30 days’ notice posted on www.ea.com/1/service-updates  Important Consumer Information: requires a persistent Internet connection (network fees may apply); requires acceptance of EA’s Privacy & Cookie Policy, TOS and EULA includes in-game advertising; collects data through third party analytics technology (see Privacy & Cookie Policy for details); contains direct links to the Internet and social networking sites intended for an audience over 13.  By installing this game, you consent to its installation and the installation of any game updates or upgrades released through your platform. You can turn off automatic updates through your device settings, but if you do not update your app, you may experience reduced functionality.  Some updates and upgrades may change the way we record usage data and metrics, or change data stored on your device. Any changes will always be consistent with EA’s Privacy and Cookie Policy, available at privacy.ea.com. You can withdraw your consent at any time by removing or disabling this app, visiting help.ea.com for assistance, or by contacting us at ATTN: Privacy / Mobile Consent Withdrawal, Electronic Arts Inc., 209 Redwood Shores Pkwy, Redwood City, CA 94065"
A132A725347E4AF08F79C76E5F19377345B14AB30627A0F5F9ED4F399DD27FF0,jp.sblo.pandora.jota,"Jota is a text editor designed for a long text file. It's pronouced as ""i-o-ta"".  Functions - Support until 1 million characters.  - Auto-Detect multiple character codes. - Change character codes. - Auto-Detect linebreak code. - Change linebreak code. - Keep linebreak code until saving a file. - Save position of the cursor with file. - Save history of recened files.  - Search/Replace (Support Regular Expression)  - Text sharing with external application.   Mushroom   Share (ACTION_SEND)   Search (ACTION_SEARCH)   Open (ACTION_VIEW)    ★Direct Intent : You can launch any one application on menu item.  - Scroll with Thumb-drag. - Scroll with Flick. - Undo/Redo - Support a Shortcut key with ALT/CTRL Key. - Customize colors. - Create a shortcut icon on HOME app. - Customizable shortcut key bind. - Text selector like Gingerbread. (Double tap to select the word , then touch selected area to show marker.) - Word wrap ON/OFF and set word wrap width. - Set tab width. - Viewer Mode. - Show Line numbers. - Word Counter. - Support Landscape Mode correctly. - Auto save. - Auto Indent. - Show Tab/Linebreak. - Auto capitalize. - you can used as SL4A editor. - Customizable Toolbar. - Customizable Syntax highlght. - Capture Screen shot. - Wallpaper customize.  - Support Android OS 1.6 or later. - Support both touch-screen device and qwerty-keyboard device.  - Forever FREE and NO-AD. - This software is an Open Source Software under the Apache License.  CAUTION   RTL-Language and bi-directional text is not supported.   ★If you need a reply from me , DON'T put it in Market's Review . Instead please let me know by E-mail or Twiter(@jiro_aqua) You can send a message to me from Jota's Preferences Screen.  ★If you need grep (search from multiple text files), try my app ""aGrep"".  ★If you want to localize Jota Text Editor, see this page. https://sites.google.com/site/aquamarinepandora/home/jota-text-editor/howtotranslate"
5AD79A112B00F40B2D4241B9509655E3DDD2FA9A354D346F7915F0804A3CC3F3,com.google.zxing.client.android,"Scan barcodes on products, or Data Matrix and QR Codes containing URLs, contact info, etc.  Note that this app can no longer be updated on Google Play, and there will be no further releases.  Almost every question and negative review comment is addressed by one of the following. Please save everyone time by reading these first:  Nobody is stealing your information. The app allows you to share contacts, apps, and bookmarks in a QR Code. This is why contacts permissions are needed. See ""Visit Developer Website"" below ( https://github.com/zxing/zxing/wiki/Frequently-Asked-Questions ).  If your device is not scanning, first try workarounds for device bugs in Settings. Enable all of them, and then try disabling one at a time to determine which is necessary. If this does not help, try clearing the device cache and settings from Android settings.  This app has never had advertisements, and never will. If you are seeing ads, it's from 3rd party malware, that among other things, is also review-bombing this app with claims of adware. This is entirely false."
C8BD41D4572433ED03DC36C76B62D02BD203819C217ED249020F0F3D185020EF,com.outfit7.talkingtom,"Download this legendary game and join players all over the world having fun with Talking Tom Cat.  THE ORIGINAL TALKING VIRTUAL PET Everyone knows Talking Tom, the cat who talks back! Tom can repeat after you, play with you and make you laugh.  TALK TO THE LEGEND - Talk to Tom and he will repeat after you - Laugh out loud at Tom’s funny voice - Share funny videos with your friends  PLAY WITH TOM - Poke his head until he sees stars - Pet Tom to make him purr with happiness - Make Tom fart for a smelly situation - And more!  FEED HUNGRY TOM - Spoil your virtual pet with his favorite food - Give him spicy chilies and watch him react - Hand him ice cream for a cold surprise - And more!  TAP AND DISCOVER - Tom has even more fun reactions to discover - Can you find more than your friends?  JOIN TALKING TOM AND FRIENDS Tom is brought to you by Outfit7, the makers of My Talking Tom, Talking Tom Gold Run and My Talking Angela. Can you discover all of Tom’s moves?    This app contains: - Promotion of Outfit7's products and advertising - Links that direct customers to our websites and other Outfit7 apps - Personalization of content to entice users to play the app again - Watching videos of Outfit7's animated characters via YouTube integration - The option to make in-app purchases   Terms of use: https://talkingtomandfriends.com/eula/en/ EEA privacy policy: https://talkingtomandfriends.com/eea/en/ US privacy policy: https://talkingtomandfriends.com/privacy/en/ Brazil privacy policy: https://talkingtomandfriends.com/privacy-brazil/en/ Rest of the world privacy policy: https://talkingtomandfriends.com/privacy/en/ Customer support: support@outfit7.com"
A217F6890BD460C77305B7CC290999931FF4C381310EF61F68D3C12AB6D472F7,com.adobe.psmobile,"PHOTO EDITING MADE FUN AND EASY  Tap into your creativity with a photo editor made for fun, fast, and easy, one-tap photo edits. Photoshop Express is the picture editor perfect for turning creative ideas into reality. Touch up a selfie, make pre-post edits, and apply camera filters. With Photoshop Express you get a state-of-the-art AI image generator and easy-to-use photo design tools trusted by millions.  Get a photo app filled with features and photo effects at your fingertips. From camera film effects and overlays to photo stickers and retouch tools – get thousands of ways to customize and edit photos.  Clean up images with red eye corrector, healing, clone stamp, and blemish remover features. Choose from hundreds of camera filters for moody film effects, aesthetic styles, and more! Image editor, AI photo generator, photo collage maker — get it all with Photoshop Express.  Enjoy a high-quality image editor no matter your photography skills. Get Photoshop Express today for a comprehensive yet simple way to edit, retouch photos, and transform moments!  PHOTOSHOP EXPRESS FEATURES  AI PHOTO EDITOR & IMAGE RETOUCH - Photo editing tools help create picture perfect images - Retouch photos with blemish remover and spot healing features to create smooth skin appearance - Create custom photo color edits, replace image backgrounds, and remove objects - Remove blur, dehaze pictures, erase background noise, and seamlessly apply vibrancy and dramatic filters - Use AI photo tools to erase objects, add makeup, and restyle images  INDUSTRY LEADING PICTURE EDITOR - Combine pictures in a fun and simple photo collage maker - Make collages easily with pre-made photo grid layouts - Create memes with easy-to-use graphic design features - Add stamps, custom watermarks, and text with dozens of fonts and layouts  TEXT TO IMAGE - Use our AI photo generator to expand the possibilities of creative concepting - Create custom eye-catching stickers or try on an outfit or accessory you create with a text prompt - Level up your vision and moodboards with distinct imagery provided by our AI image generator - Add your own reference image to your prompt to generate photos that align with your aesthetic  UPLOAD & SHARE PHOTOS EASILY - Upload images from multiple source formats (including RAW, TIFF, and PNG) - Get an image editor perfect for social media - Share photos to your favorite social channels like Instagram, TikTok, Pinterest, Snapchat, Facebook, Line, and Telegram  Unlock unlimited possibilities with Photoshop Express Premium!  PREMIUM  Upgrade to Photoshop Express Premium to access extra, exclusive features and more precise editing controls.  Photoshop Express is the picture editor made for everyone. Make photo magic happen with Adobe Photoshop Express. Fix photos, create fun memes, and make personalized pic collages today!  Adobe Terms of Use: Your use of this application is governed by the Adobe General Terms of Use http://www.adobe.com/go/terms_en and the Adobe Privacy Policy http://www.adobe.com/go/privacy_policy_en  Do not sell or share my personal information www.adobe.com/go/ca-rights"
E5BA0F865AB37E5A4D56A40D5471439E16658F88CB413DA5B51C200BAEE2CB19,com.luckyxmobile.babycare,"Track baby feeds, baby sleeps, baby poops(pees), baby growth and more, support multiple reminders to help parents/caregivers remember to take care of the baby when busy. Also can use this tool to write baby's diary, add baby's photo, voice record and share with friends.  FEATURE LIST: .Support multiple babies .Support to create multiple widget for each baby in your home screen .Support user defined baby icon .Track baby mood, breast feed, bottle, solid, sleeps, pee/poop, health, hygiene, vaccination, medicine, teeth and more .Track baby growth(weight, height, head circumference) .Track pumping milk STATISTICAL CHART .Breast feeding/Bottle/Solid/Diaper/Sleep/Wake/Pumping milk chart .Schedular chart .Temperature chart .Teeth Chart  PERCENTILE CHART .Height/weight/head circumference percentile chart by DOB/Due Date(for premature child) Compare your baby's growth data with CDC/WHO guidelines.  OTHER  .Baby Calendar .Daily stats .Compare today's stats with last 7 days .Diary book .History view and Timeline view .Photo gallery .Baby's voice record .Multiple/multi-type reminder .Share baby's daily activity with your friends via SMS/Facebook/Twitter/Email etc  .Share baby's growth data .Share baby's diary .Share baby's photo and voice record .Back up data to SD card .Restore data from backup For my lovely son, Lucky.  ***PLEASE READ*** This is a free version, and we are using Ads to monetize it so we can keep developing more great apps. We are also using the Analytics to get data about app usage to improve user experience. All permissions added are completely harmless and at no point do we collect or store any personal information!  Advertising: AdMob, Millenialmedia, etc  Analytics: send data about app usage to improve user experience  Permissions: - ACCESS_COARSE_LOCATION: Required to get adverts in the right language for the ad-supported version and for also for analytics e.g. so that we can see which languages we need to localise for. - INTERNET: Used to retrieve ads - READ_PHONE_STATE: Used to obtain a unique device identifier.We also have a donate version (https://market.android.com/details?id=com.luckyxmobile.babycareplus) with no ads nor permissions at all. Thanks! Find us on facebook and get latest updates: http://www.facebook.com/babycareandroid"
7A4482B50AD9366B84C441FC05048FDF8A3B5700076B5AB3AF39D47F4BAA75AD,com.ea.games.r3_row,"Take on the world-wide motorsports – including Formula 1® - anytime, anywhere! Real cars. Real people. Real motorsports. This is Real Racing 3.  Read on for important info below! Real Racing 3 is the award-winning franchise that sets a new standard for mobile racing games. This app offers in-app purchases. You may disable in-app purchasing using your device settings. This app may contain content provided by third parties. Electronic Arts is not responsible for such content.  Boasting over 500 million downloads, Real Racing 3 features officially licensed tracks with over 40 circuits at 20 real-world locations, a 43-car grid and over 300 meticulously detailed cars from manufacturers like Porsche, Bugatti, Chevrolet, Aston Martin and Audi. Plus Real-Time Multiplayer, Social Leaderboards, a hub dedicated to Formula 1® Grand Prix™ and Championship events, Time Trials, night racing, and innovative Time Shifted Multiplayer™ (TSM) technology, allowing you to race anyone, anytime, anywhere.  **This is a resource-intensive game featuring extremely high-quality visuals. Please make sure you have at least 2.5GB of free space on your device.**  REAL CARS Take the wheel of over 300 vehicles from manufacturers like Ford, Aston Martin, McLaren, Koenigsegg and Bugatti.  REAL TRACKS Burn rubber on 20 real tracks in multiple configurations from worldwide locations, including Monza, Silverstone, Hockenheimring, Le Mans, Dubai Autodrome, Yas Marina, Circuit of the Americas and many more.  REAL PEOPLE Take on friends and rivals in global 8-player, cross-platform, real-time racing. Or drop into any race to challenge their AI-controlled versions in Time-Shifted Multiplayer™.  MORE CHOICES THAN EVER Compete in over 4,000 events, including Formula 1® Grands Prix™, Cup races, Eliminations and Endurance challenges. View the action from multiple camera angles and fine-tune the HUD and controls to your preference.  THE PREMIER RACING EXPERIENCE Powered by the remarkable Mint™ 3 Engine, Real Racing 3 features detailed car damage, fully functional rearview mirrors, and dynamic reflections for truly HD racing. __ User Agreement: https://www.ea.com/legal/user-agreement Game EULA: http://tos.ea.com/legalapp/mobileeula/US/en/GM/ Visit https://help.ea.com/ for assistance or inquiries. EA may retire online features and services after 30 days’ notice posted on www.ea.com/1/service-updates  Important Consumer Information: requires a persistent Internet connection (network fees may apply); requires acceptance of EA’s Privacy & Cookie Policy, TOS and EULA includes in-game advertising; collects data through third party analytics technology (see Privacy & Cookie Policy for details); contains direct links to the Internet and social networking sites intended for an audience over 13.  By installing this game, you consent to its installation and the installation of any game updates or upgrades released through your platform. You can turn off automatic updates through your device settings, but if you do not update your app, you may experience reduced functionality.  Some updates and upgrades may change the way we record usage data and metrics, or change data stored on your device. Any changes will always be consistent with EA’s Privacy and Cookie Policy, available at privacy.ea.com. You can withdraw your consent at any time by removing or disabling this app, visiting help.ea.com for assistance, or by contacting us at ATTN: Privacy / Mobile Consent Withdrawal, Electronic Arts Inc., 209 Redwood Shores Pkwy, Redwood City, CA 94065"
05620032F3A2ABD5EBEA482B5E5D5B8FF5FAA8115019736013D87F442032B6BC,si.modula.android.instantheartrate,"Most accurate and easy-to-use heart rate app - Used in heart research at UCSF! - Get your heart rate in less than 10 seconds - Check your stress levels - See trends and insights  You DON’T need a dedicated heart rate monitor to get your pulse, download Instant Heart Rate today and use your camera’s flash to see how healthy you are!  With over 35 million users, the award-winning Instant Heart Rate app is all over the web.  Featured in: CNN, The New York Times, Chicago Tribune, The Guardian, and many more.  #1 Heart Rate app in United States #1 Heart Rate app in Japan #1 Heart Rate app in United Kingdom #1 Heart Rate app in Australia #1 Heart Rate app in Germany #1 Heart Rate app in France #1 Heart Rate app in China #1 Heart Rate app in Russia #1 Heart Rate app in Canada … and many more.  Instant Heart Rate is continuously rated as the world’s best mobile heart rate measurement app and is trusted by Stanford’s leading cardiologists for use in clinical trials.  Measure accurately your pulse and heart beat zone with your heart rate & health monitor after sleeping or during workouts & training. Instant Heart Rate doesn't require heart rate straps. Instant Heart Rate functions similarly to pulse oximeters, detecting change in your finger to provide accurate heart beat measurements.  ❤ Measure your heartbeat, BPM, ❤, or pulse zone accurately in <10 seconds ❤ PPG graph (similar to ECG / EKG / Cardiograph) - see every heart beat and BPM ❤ Cardio workout monitoring to optimize exercise and track progress pre- and post-workout. Use HR as cardiovascular measurement. ❤ Heart rate training zones (Rest, Fat Burn, Cardio, and Peak) ❤ Google Fit support (heart rate and heartbeat data) ❤ No heart rate or heartbeat straps ❤ Share heart beat  How to use Instant Heart Rate, heartbeat counter, to measure your heartbeat accurately? Place finger on phone’s camera to show resting heart rate. Blood circulation to your finger tip may be altered if press hard on camera lens.  How often should you use Instant Heart Rate? For accurate measurement, Instant Heart Rate should be used daily to measure heartbeat or pulse. Recommended to tag your heart rate after sleeping or during workouts to separate resting heart rate from workout heart rate.  What is a normal heart rate or heartbeat? According to American Heart Association (AHA) and the Mayo Clinic, a normal resting heart beat ranges from 60 to 100 beats per minute (BPM). Heart rate can be affected by stress, anxiety, depression, emotions, activity level, fitness level, body composition, and medication use. Knowing heart rate is important heart-health gauge and cardiovascular metric. Heart rate variability is important in measuring stress on your body.  DISCLAIMER - Instant Heart Rate is for entertainment purposes. Consult your doctor or primary care physician if you require first aid, have a medical emergency, heart attack, or cardiac event (when CPR required). - Resting heart rate detection not intended to be used as a medical device or as stethoscope. - Resting pulse oximeter not intended for heart disease or condition diagnosis (afib, heart murmur) - Heart beat detection does not detect blood pressure. - Resting heart beat not intended for baby heart rate. Use others specific for baby heart beat. - Heart rate monitor may cause hot LED flash."
BF593C0F8EAA115C367B528603E95E1762955D6DBEA08A89C6B07059803DA512,com.outfit7.talkinggingerfree,"Say hello to a world of fun with Talking Ginger, the perfect playtime friend!  Ginger loves to play fun games with friends! Brush your friend’s teeth, play with the bubbles and have fun popping them to unlock jigsaw pieces. Your friend needs you to help complete all of his funny jigsaw puzzles.  Interact with Ginger! You can pet, tickle and talk to your funny friend. Turn on your microphone and say hello to Ginger. This cat loves to chat, he’ll repeat anything you say back to you in his own voice for fun!  Take care of your friend before bed and look after his needs to unlock new puzzles! Make fun memories and enjoy classic tamagotchi features: - Play with your tamagotchi friend to hear his cute laugh - Say hello and the cat will talk back to you! - Shower him, brush his teeth and take care of his fur - Pop toothpaste bubbles, roll down the toilet paper and play the jigsaw puzzle game - Collect jigsaw puzzles from your friend’s funny dreams  Players who love tamagotchi games, pet games and dress up games will love Talking Ginger, too!  This app is PRIVO certified. The PRIVO safe harbor seal indicates Outfit7 has established COPPA compliant privacy practices to protect your child’s personal information. Our apps do not allow younger children to share their information.  This app contains: - Promotion of Outfit7's products and contextual advertising - Links that direct customers to our websites and other Outfit7 apps - Personalization of content to entice users to play the app again - Watching videos of Outfit7's animated characters via YouTube integration - The option to make in-app purchases   Terms of use: https://talkingtomandfriends.com/eula/en/ EEA privacy policy: https://talkingtomandfriends.com/eea/en/ US privacy policy: https://talkingtomandfriends.com/privacy/en/ Brazil privacy policy: https://talkingtomandfriends.com/privacy-brazil/en/ Rest of the world privacy policy: https://talkingtomandfriends.com/privacy/en/ Customer support: support@outfit7.com"
C7766CDABB589DA39EFDFD28C6A1C4F3C67464A47D38A6EE6CAE64F9E0F00E05,com.lemonde.androidapp,"With this app, everything Le Monde has to offer is in one place.  - Keep up with the news via our homepage, curated by Le Monde in English journalists. - All of “Le Monde in English” articles: reports, investigations, opinion pieces, and more. - Our videos, photos, and infographics.  We’ve included a number of features to enhance your reading experience. - Switch to dark mode or change your font to personalize your reading experience. - Save the articles you want to read later. - Pick your own sections to see the news that interests you.  Le Monde in English delivers in-depth and reliable news coverage on a wide-range of topics: - News from France, Europe and the world. - The latest news across our many sections: Environment, Business, Politics, Investigations, and more. - Along with coverage on sports, technology, science, culture, and the arts.  When you subscribe to Le Monde in English, you are supporting an independent newsroom of over 530 journalists, and benefitting from unlimited access to Le Monde in English content, on the website and the app.  If you have any questions or encounter a technical issue, take a look at our FAQ to see if your question has already been answered, or reach out to our support team via “Report a problem” in the app settings.  General terms and conditions: https://moncompte.lemonde.fr/cgv-en"
914C62C1ABECDEC7E86DE895408A8EED1ED0180B014545728A9A4C5A3B154DE5,com.mages.chaos,"5pb. and Nitroplus have released a delusional science adventure game!  5pb. and Nitroplus teamed up and have released a delusional science adventure game! Contributions to character design by Mutsumi Sasaki!   - support  This application cannot guarantee the operation of those other than a correspondence model.  I ask a visitor to have you certainly purchase when charging, after confirming whether the model in use is contained in the correspondence model.  * About the trouble which occurred in purchase from the model corresponding to un-, it becomes the outside of the object of support.  * The game supports Japanese only.  * You need Android OS 2.2 and more.   Correspondence model  SHARP 006SH(softbank)  SONY Ericsson SO-01C(DoCoMo Xperia arc) SO-02C(DoCoMo Xperia acro) Tablet S (SGPT111JP/S)  NEC N-06C(DoCoMo) N-01D(DoCOMo)  SAMSUNG GALAXY S GALAXY S II GALAXY TAB(7"") GALAXY NOTE GT-N7000  LG Optimus Pad L-06C  ASUS Eee Pad Transformar (TF-101) Eee Pad Slider (SL-101)  ACER ICONIA TAB A500   - Game Summary ★ A psychological suspense-style adventure game based on delusions! ★ The story revolves around that have recently occurred in the Shibuya area of Tokyo, known as the 'New Generation' Madness.  ★ Players can read through the story from multiple character viewpoints. ★ Play as one of 6 heroines. There are different mysteries to solve and various endings for each heroine. ★ Game features the 'delusional trigger system' that obscures the line between reality and delusion. You will experience fear and be amused at the same time. ★ Full voice acting. ★ More than 30 hours of total gameplay. ★ Featuring character design by Mutsumi Sasaki, original drawings by Yukihiro Matsuo, product design by CHOCO and scenario development by Naotaka Hayashi.   -  How to play Intuitive touch panel controls ensure a smooth game-play experience!  Two-finger tap (Or pinch-in),menu button: Show/Hide menu Tap: Forward text, Confirm Swipe Down: Show log screen Swipe Up: Hide message area Swipe Right: Skip read messages Swipe Left: Force message skip One-finger tap and hold: Auto mode  ★ Special System Delusional Trigger 1. A unique function called 'delusional trigger' appears during gameplay.  2. When the delusional trigger is activated, two circles (cardiac cycles) will be displayed on the screen. 3. The player can choose the green or red circle depending on Takumi's psychological state: Choosing the green circle on the left leads to a positive delusion while the red one on the right leads to a negative delusion.  * Note that the player can simply proceed with the game without selecting either delusion. 4. Following the text to a certain point, either positive or negative, can cause Takumi's delusion to spiral out-of-control and subsequently the outcome of the story may change. This can enable the player to view graphics that would not otherwise be revealed had they followed the standard route.  YES/NO Questions 1. You may be prompted to select YES or NO during gameplay. 2. Touching either right or left leads the story down one of two different paths."
D30F598285D30CD919AA9B3099C0D5F0065D85F5AF8A96FFA9C5AD4CDC7C425B,com.estoty.game2048,"2048 Number puzzle game is free classic 2048 game. Slide tiles and merge them to reach 4 .. 8 .. 16 .. 128 .. 1024 and finally 2048 tile!   2048 Number puzzle game is free brain training workout designed for you.  - Possibility to Undo your last moves in case you made mistake - Different difficulty boards: (4x4), (5x5) - Continue the game after reaching 2048. - Multiple game modes - Daily challenges - You can play without internet and offline - Achievements and Leaderboard  Game can be easily customised: - Change animation and movements speed - Select Day or Night theme - Change swipe sensitivity - Select new 2048 super modes to play - View your games statistic   Enjoy the best free 2048 original game!"
E3FC77AD6BE20EB6317FC938792F5ED067A4961BB1DE41B3ABCC38FD08F40EDC,com.droidhen.fish,"Catch most lively fishes in the sea, with a wide choice of fishing tackle. A dear diary is there to keep your daily fishing record. Start an exciting fishing trip now!   # 9 cannons with different power and speed.  # Throw a bomb to catch all fishes in the area. # Drop a piece of bread to bait all small fishes together. # Strike an electric shock to stun all fishes in the area. # Catch as many fishes as possible to power up your cannon into a laser firer. # Mermaids know where the sunken treasure is. Catch them to find out. # Bullhead sharks bring luck. Catch them to see how. # Fishes migrate in lines and crowds every once in a while. Don't miss out the chance for a good haul. # Reward shells every leveling up. # Hidden items in bonus stage. # Auto online/offline coin regenerate when you are lack of coins.  Intuitive game rules: # Tap screen to catch fishes # Drag and drop an item  Good luck!  ========================== Droidhen is the name behind Defender, Defender II, Dinosaur War, Miracle City, Basketball Shot, DH Texas Poker, Gun of Glory, Shoot the Apple and many other top popular games. Droidhen is also marked as top developer by google. =========================="
6161D8B68CF21117873A717EB554E0211106612262D654D39FF6BD6E1E37A5E2,com.clapfootgames.tennis,Fast paced TENNIS action comes to your phone and tablet. Use the touchscreen to perform smashes and side shots. Take out multiple opponents and become the world tennis champion!  Follow up to the hit mobile sports game Virtual Table Tennis 3D.  NO IN APP PURCHASES!  Features: * Beautifully rendered 3D tennis courts * Compete in 4 challenging tennis tournaments * Face 12 countries with varying skill levels * Intuitive touch screen controls * Achievements * Small download size * Playable offline  Please rate the game if you like it. Positive feedback will help support development. Thanks!
