,sha256,pkgName,classID,googlePlayDescription
196,B307A6828C3C8C245D59837F79DCCFE69B0D4D1FC37DEB12CB6ACFD7F6065EA3,com.economics168,Investment,"Forex trading is a precious metal raw financial market information APP, is committed to provide 7X24 hour point of fried gold, silver, foreign exchange, crude oil, futures, commodities and so on investor transaction reference information, the first time the world's key financial update data! Financial news, but not fast breaking! Financial transaction, you can know earlier!"
197,7CDBC189400CA7412B9A0304961344CC7403D112E785E48F42C3CDE98A801FF0,com.rynat.xtrend,Investment,"XTrend App Key Features ⚫ Regional sponsor of AFA (Argentina national football team) ⚫ First deposit amount $50, no deposit fees. ⚫ Simple to use App, user friendly. ⚫ One of the best trading Apps, for everyone who is interested in trading and investing. ⚫ Market Updates – Your Trading Guide ⚫ Simplified margin requirement. ⚫ Tight spreads, often under 1 pip. ⚫ Market Alert: Set your own trading levels with technical indicators and get notified when your selected asset reaches your interested market price. ⚫ Growth level: The more Growth Points you earn the more discount on the Loyalty Store you get. ⚫ Negative Balance Protection: Please read the “Client Agreement” and “Order Execution Policy”. ⚫ Documents usually approved in less than 48 hours. ⚫ Join the XTrend Community and be part of a Social Trading network where your selected asset reaches your interested market price. ⚫ XTrend Forex Trading App is available in English, Italian, Portuguese, Spanish and Simplified Chinese languages.  Why Trade with The XTrend Trading with The XTrend is exclusively created for the use on mobile devices. The XTrend App on your mobile device, you can trade anytime, anywhere! Our Forex App is becoming more and more popular among European Traders, making it one of the best Forex Apps available right now. With constant updates in its use, more flexible in its use. The XTrend provides more than five alternative payment and funds’ withdrawal methods for more convenient and 100% secured transactions. It’s a smart app created with simplicity, but with as many features possible for you to enjoy CFDs trading on your device.  About XTrend The XTrend brand is owned and operated by Rynat Trading Ltd. XTrend App is operated, under the license, by Rynat Trading Ltd, a Cyprus Investment Firm, authorized and regulated by CySEC with License No. 303/16.  Restricted Regions Rynat Trading Ltd does not offer its services to residents of certain jurisdictions such as the USA, Cuba, Canada, Democratic People's Republic of Korea, Iran, Iraq and Syria.  Risk Warning CFDS are complex instruments and come with a high risk of losing money rapidly due to leverage. 50.29% of retail investor accounts lose money when trading CFDs with this provider. You should consider whether you understand how CFDs work and whether you can afford to take the high risk of losing your money.  You must be 18+ years old to trade with XTrend trading App"
198,4B3E198FB7803C7FB35A5AFC76578E654B590A6B6039BD16671CBBF3DBF2BEBB,cobo.wallet,Investment,"Cobo is the first wallet ever to create POS revenue, enabling users to safely store, use and invest in encrypted assets. Supports multiple coin gains, which can be enjoyed when stored safely; Cobo continues to launch unprecedented services to set industry benchmarks. The following is the fully updated Cobo Wallet v5.0 version:  1. POS  - Deposit your DASH, XZC and LBTC into our gain account to enjoy APY 200%  - Stay tuned for more POS assets. Want more POS assets to join the gain? Please contact us  2.Cloud wallet - Safe and independent account system, one-click login, easy to use  3. Finance - Multi-coin enhancement products to help wealth growth  4.Security - Multiple security verification - Heat and cold separation, dynamic asset distribution, HSM and multisig card to ensure server-side security  5.Multi-chain ecosystem - We are partners of ETH, EOS, TRON and more ecosystems, and our users can fully participate in these communities  6.Multiple cryptocurrencies and global products - Support 80+ chains and more than 1000 multi-chain tokens, keep adding more - Providing services in more than 80 countries/regions, you are very important to us  If you have any questions or suggestions, please contact us: support@cobo.com"
199,91F2EEB7A4D2F09D63C0DE8F6F30A882A5FEAB8181C6CDB31FBC0B6322E99419,cobo.wallet,Investment,"Cobo is the first wallet ever to create POS revenue, enabling users to safely store, use and invest in encrypted assets. Supports multiple coin gains, which can be enjoyed when stored safely; Cobo continues to launch unprecedented services to set industry benchmarks. The following is the fully updated Cobo Wallet v5.0 version:  1. POS  - Deposit your DASH, XZC and LBTC into our gain account to enjoy APY 200%  - Stay tuned for more POS assets. Want more POS assets to join the gain? Please contact us  2.Cloud wallet - Safe and independent account system, one-click login, easy to use  3. Finance - Multi-coin enhancement products to help wealth growth  4.Security - Multiple security verification - Heat and cold separation, dynamic asset distribution, HSM and multisig card to ensure server-side security  5.Multi-chain ecosystem - We are partners of ETH, EOS, TRON and more ecosystems, and our users can fully participate in these communities  6.Multiple cryptocurrencies and global products - Support 80+ chains and more than 1000 multi-chain tokens, keep adding more - Providing services in more than 80 countries/regions, you are very important to us  If you have any questions or suggestions, please contact us: support@cobo.com"
221,72DEB0DCAE92F330FE046DFBE0283FDFFD960968970D7C91464A2D8A54DAE4A4,com.lomolsoft.language.learngreek,LanguageLearning,"""Learn Greek"" to quickly learn Greek daily vocabulary and daily phrases, simple and practical, let you easily communicate with foreigners ""Learn Greek"" is a good help to improve Greek speaking and Greek listening.  The main function:  1. Learn Greek vocabulary, including dozens of vocabulary learning, real human pronunciation, clear and easy to learn 2. Learn Greek phrases, including dozens of categories of phrase learning, real human pronunciation, clear and easy to learn 3. Support recording function, convenient for users to compare learning, To improve Greek speaking and Greek listening 4. Support list and card display methods for learning 5. Provide simulation test function, convenient for users to carry out staged self-test 6. Support online translation function, this function is mainly for translation between source language and Greek 7. Support for the collection function   Software introduction:  1. A Greek vocabulary learning software    Learn Greek vocabulary, Learn Greek vocabulary is so easy 2. A Greek phrase Learn software    Learn Greek phrase, Learn Greek phrases is so easy 3. A Greek translation software    Support Greek online translation, most languages support online pronunciation function  main feature:  1. Easy to use, easy and fast 2. The interface is beautiful and generous 3. Offline Learn  If you encounter any software related problems during use, please contact us (you can email us via email) In the follow-up, we will continue to develop related software in other languages according to the needs, so that everyone can communicate and learn in daily life, so stay tuned!"
222,33C133590C83E56D22B41754AFC88CF69535AD978F34D59132851F5EEDEC52B3,com.lomolsoft.language.learnhebrew,LanguageLearning,"""Learn Hebrew"" to quickly learn Hebrew daily vocabulary and daily phrases, simple and practical, let you easily communicate with foreigners ""Learn Hebrew"" is a good help to improve Hebrew speaking and Hebrew listening.  The main function:  1. Learn Hebrew vocabulary, including dozens of vocabulary learning, real human pronunciation, clear and easy to learn 2. Learn Hebrew phrases, including dozens of categories of phrase learning, real human pronunciation, clear and easy to learn 3. Support recording function, convenient for users to compare learning, To improve Hebrew speaking and Hebrew listening 4. Support list and card display methods for learning 5. Provide simulation test function, convenient for users to carry out staged self-test 6. Support online translation function, this function is mainly for translation between source language and Hebrew 7. Support for the collection function   Software introduction:  1. A Hebrew vocabulary learning software    Learn Hebrew vocabulary is so easy 2. A Hebrew phrase Learn software    Learn Hebrew phrases is so easy 3. A Hebrew translation software    Support Hebrew online translation   If you encounter any software related problems during use, please contact us (you can email us via email) In the follow-up, we will continue to develop related software in other languages according to the needs, so that everyone can communicate and learn in daily life, so stay tuned!"
223,410DAD906CBEC9BCB760D21C631FC1049A9AB03C1F7F5B23645D8A0297C6584F,com.lomolsoft.language.learnmarathi,LanguageLearning,"""Learn Marathi"" to quickly learn Marathi daily vocabulary and daily phrases, simple and practical, let you easily communicate with foreigners ""Learn Marathi"" is a good help to improve Marathi speaking and Marathi listening.  The main function:  1. Learn Marathi vocabulary, including dozens of vocabulary learning, real human pronunciation, clear and easy to learn 2. Learn Marathi phrases, including dozens of categories of phrase learning, real human pronunciation, clear and easy to learn 3. Support recording function, convenient for users to compare learning, To improve Marathi speaking and Marathi listening 4. Support list and card display methods for learning 5. Provide simulation test function, convenient for users to carry out staged self-test 6. Support online translation function, this function is mainly for translation between source language and Marathi 7. Support for the collection function   Software introduction:  1. A Marathi vocabulary learning software    Learn Marathi vocabulary, Learn Marathi vocabulary is so easy 2. A Marathi phrase Learn software    Learn Marathi phrase, Learn Marathi phrases is so easy 3. A Marathi translation software    Support Marathi online translation, most languages support online pronunciation function  main feature:  1. Easy to use, easy and fast 2. The interface is beautiful and generous 3. Offline Learn  If you encounter any software related problems during use, please contact us (you can email us via email) In the follow-up, we will continue to develop related software in other languages according to the needs, so that everyone can communicate and learn in daily life, so stay tuned!"
225,9EE05D14A080022737CDB721B6844DD1E700A41721F6B3E930C88ACB75ACC23D,com.hellotalk.hellowords,LanguageLearning,"Learn a new language with the most fun educational app in the world! HelloWords, 120% visual learning! Only 3 minutes a day!  How can I get rid of boring lessons and become more interested when learning a new language? HelloWords has a game-changing approach to language learning! We take the bore out of vocabulary learning! The barriers that keep you from starting to learn languages are finally outdated.  With over 29 free languages to choose from, HelloWords’ quick and interactive word games make learning a new language fun.  Here are the key features that make HelloWords right for you:  【29 languages available】 We offer the following languages that you want to learn for FREE! Simplified Chinese, Traditional Chinese, Cantonese, American English, British English, French, German, Italian, Japanese, Korean, Russian, European Spanish, Latin American Spanish, Brazilian Portuguese, European Portuguese, Arabic, Vietnamese, Turkish, Thai, Norwegian, Polish, Dutch, Swedish, Hindi, Indonesian, Hungarian, Danish, Icelandic, Hebrew  With HelloWords, you'll be able to master language learning with more ease and have real-life conversations with more confidence. Whether you need a Spanish learning app, Japanese learning app, or whether you want to learn Korean or learn French in depth, or improve your German, HelloWords is the choice.  【SRS  memorization method】 In order to never forget vocabulary again, HelloWords uses ""spaced repetition system (SRS)"" based on the Ebbinghaus forgetting curve. This shows that calculated intervals of repetition allow you to memorize words more effectively.  HelloWords wants to turn you into a language learning addict.  【Game-based vocabulary learning】 Why do people get hooked on playing games? Not only because they're fun but also because you can get feedback on everything you do, and they help you set goals. Now we have integrated these aspects into HelloWords. You'll feel entertained while learning as well!  This is simply the most efficient Japanese, Korean, and Spanish learning app out there.  Notice: With the correct game-based vocabulary learning approach, you accumulate considerable knowledge of a new language instead of wasting time!  【Advanced learning statistics】 After each session you’ll see your daily progress with a detailed report of all the words that you studied, including the words that you've already mastered by clicking ""Senior filter"".   As the amount of vocabulary you grasp increases, your language level will improve automatically. Visible signs of progress make you more confident.  HelloWords makes language learning effortless fun.   【Strategically selected vocabulary】 The foreign language team of HelloTalk handpicked 3000+ practical words from 168 topics that cover 90% of everyday word usage. These are words you’ll actually use when you travel to a country where the language is spoken.  【Fragmented learning: only 3 minutes a day】 HelloWords limits your learning time to 3 minutes. This might sound crazy, but it works like a charm. The time limit encourages intense focus which further enhances the effectiveness of memorization.  Whether you're learning languages for travel abroad, school, career development, family and friends, or just simply enjoy learning languages, you'll love studying with HelloWords.  Learn words in just 3 minutes and easily fit language learning into your busy schedule.  No excuses: you can ALWAYS find 3 minutes!  Have any questions? Feel free to contact us at: hellowords@hellotalk.com * Privacy Policy: https://www.hellowords.com/privacy-policy * Terms of Service: https://www.hellowords.com/terms-of-service"
226,1D3B00E5EFF606698964C5CF84745530E5556FE7DB790F3B4155F372EB0FDA09,com.lomolsoft.language.learntelugu,LanguageLearning,"""Learn Telugu"" to quickly learn Telugu daily vocabulary and daily phrases, simple and practical, let you easily communicate with foreigners ""Learn Telugu"" is a good help to improve Telugu speaking and Telugu listening.  The main function:  1. Learn Telugu vocabulary, including dozens of vocabulary learning, real human pronunciation, clear and easy to learn 2. Learn Telugu phrases, including dozens of categories of phrase learning, real human pronunciation, clear and easy to learn 3. Support recording function, convenient for users to compare learning, To improve Telugu speaking and Telugu listening 4. Support list and card display methods for learning 5. Provide simulation test function, convenient for users to carry out staged self-test 6. Support online translation function, this function is mainly for translation between source language and Telugu 7. Support for the collection function   Software introduction:  1. A Telugu vocabulary learning software    Learn Telugu vocabulary, Learn Telugu vocabulary is so easy 2. A Telugu phrase Learn software    Learn Telugu phrase, Learn Telugu phrases is so easy 3. A Telugu translation software    Support Telugu online translation, most languages support online pronunciation function  main feature:  1. Easy to use, easy and fast 2. The interface is beautiful and generous 3. Offline Learn  If you encounter any software related problems during use, please contact us (you can email us via email) In the follow-up, we will continue to develop related software in other languages according to the needs, so that everyone can communicate and learn in daily life, so stay tuned!"
228,A59EF70C5FC434A3ECB800F3C87BAA92E72B1CF66E8586B569C800D42402A62A,com.ou.wordtree,LanguageLearning,"Every word is pronounced by a real person, and you can also record your own pronunciation for comparison, or you can add some remarks to help understand! After you finish each lesson, you can test your learning achievements through tests, and you can learn the difficult words repeatedly. You can also take on more advanced listening challenges and let your blood boil!  All learning and testing processes are recorded and displayed with graphs, allowing you to see your learning progress at a glance! Once you start to use it, it will make you have a strong desire to learn, and you will learn one lesson after another without knowing it.  The rich community functions provide a platform for like-minded friends to communicate and learn together. The learning process is more interesting and the learning motivation continues!  This software contains a variety of vocabulary for college English four, six, college four, college eight, TOEFL, TOEIC, GRE, high school, middle school and middle school! Word content includes word translation, word deformation, example sentences, synonyms, antonyms, English-English explanations, common phrases, detailed explanations, etc. -------------------- ・Newly added [Basic English Dictionary], you can click to view the Chinese translation of any English word in the application, which is very convenient to use. -------------------- ・Scientific unit division allows you to remember words step by step and easily; ・The sharing notes function allows you to view other students' notes on words on the Internet at any time, and you can also easily share your notes! ・A variety of test categories can be freely combined, just like playing a game, you can easily complete learning! ・Challenge mode, just listen to the pronunciation of words, and quickly answer from 8 options, which is very exciting and makes your heartbeat instantly speed up! ・You can also retest the phrase on a specific date. At this time, the phrase with the correct answer will be automatically deleted from the review list."
268,7A503ED63CDA74305415739FD384A60F1D4F28FAE2A2C10CA002B6051C6166D9,com.juhaoliao.vochat,Messenger,"Falla is a real-time group voice chat application for multiple players. Here we have users from more than 40 countries and they create chat rooms in different topics. You can find new friends who share the same interests with you here, chatting with them and enjoy the party.We have the following functions:  -Free You can have free, high-quality and stable voice chat through the Internet.  -Online party Here we have various online parties, rooms of topics in birthday party, wedding party, war drum game and so on.  -Gorgeous gifts While enjoying chatting with your friends, you can send them gifts. Gorgeous effects are coming with gift sent. You can have so much fun~  -Private chat You can have private chat with friends, texting, sending pictures and voice message."
273,59FD8905423A52759C604C41DAE747E0473E49A8715D75EF9EA04739FBDBFFF9,com.o2sms.o2nation,Messenger,"NerblyText allows you to engage with customers by sending them branded SMS and emails freely in a cleaner user interface. _________________________________________  How can I use NerblyText?  - First of all, after downloading the app, simply click on ""Login with Google"" to activate your account. We may require information from you to verify your identity before giving the ability to send messages.  How can I get started?  Check out in-app store by clicking the store icon at the bottom of the screen, choose your desired offer then you'll be redirected to our page to contact us to choose your offer and your payment method depending on the country you live in.  - Worldwide: you can pay using PayPal.  > Payment verification: it may take up to 1 hour to verify your payment.  > If balance didn't change in your dashboard., contact us at: nerblyteam@gmail.com  __________________________________________  Important Notice: None of the developer, SMS or emails providers are responsible for any damage a user causes using this app. Before your NerblyText account is ready to go, you must agree our Terms of Use which means that we've all the right to hand over all the information about any user to the authorities ONLY if one of our users uses NerblyText incorrectly like disturbing or sexual content. So be careful about what you're using our app we will not tolerate. - Refunds are not available. - Your account will start with 0 balance since we can't give free trials currently. - Every user has 3 warnings. 3 warnings = ban."
280,717A1740781CD102091930E7FF4046C340A2384580FF3A32897EF89DAC53F419,com.o2sms.o2nation,Messenger,"NerblyText allows you to engage with customers by sending them branded SMS and emails freely in a cleaner user interface. _________________________________________  How can I use NerblyText?  - First of all, after downloading the app, simply click on ""Login with Google"" to activate your account. We may require information from you to verify your identity before giving the ability to send messages.  How can I get started?  Check out in-app store by clicking the store icon at the bottom of the screen, choose your desired offer then you'll be redirected to our page to contact us to choose your offer and your payment method depending on the country you live in.  - Worldwide: you can pay using PayPal.  > Payment verification: it may take up to 1 hour to verify your payment.  > If balance didn't change in your dashboard., contact us at: nerblyteam@gmail.com  __________________________________________  Important Notice: None of the developer, SMS or emails providers are responsible for any damage a user causes using this app. Before your NerblyText account is ready to go, you must agree our Terms of Use which means that we've all the right to hand over all the information about any user to the authorities ONLY if one of our users uses NerblyText incorrectly like disturbing or sexual content. So be careful about what you're using our app we will not tolerate. - Refunds are not available. - Your account will start with 0 balance since we can't give free trials currently. - Every user has 3 warnings. 3 warnings = ban."
281,45E1CE1CEA2ADD843F1E9C61D95549C6E5CF634AD2B7E6505C41AC33C2D6A63C,com.o2sms.o2nation,Messenger,"NerblyText allows you to engage with customers by sending them branded SMS and emails freely in a cleaner user interface. _________________________________________  How can I use NerblyText?  - First of all, after downloading the app, simply click on ""Login with Google"" to activate your account. We may require information from you to verify your identity before giving the ability to send messages.  How can I get started?  Check out in-app store by clicking the store icon at the bottom of the screen, choose your desired offer then you'll be redirected to our page to contact us to choose your offer and your payment method depending on the country you live in.  - Worldwide: you can pay using PayPal.  > Payment verification: it may take up to 1 hour to verify your payment.  > If balance didn't change in your dashboard., contact us at: nerblyteam@gmail.com  __________________________________________  Important Notice: None of the developer, SMS or emails providers are responsible for any damage a user causes using this app. Before your NerblyText account is ready to go, you must agree our Terms of Use which means that we've all the right to hand over all the information about any user to the authorities ONLY if one of our users uses NerblyText incorrectly like disturbing or sexual content. So be careful about what you're using our app we will not tolerate. - Refunds are not available. - Your account will start with 0 balance since we can't give free trials currently. - Every user has 3 warnings. 3 warnings = ban."
294,16E281DF68BE2767F7BB4C37BE4D4328B236144590932E49609F765077733911,com.theotino.chinadaily,News,"Update China Daily app to the last version for better outlook and experience.   China Daily app is your first choice for English news about China.   China Daily, the largest English-language media group in China, is the go-to source for high-quality English news content including breaking news, livestreaming, videos, commentary and in-depth reporting. The app also has a bilingual channel that allows users to read news in English or Chinese.     Download the app now and you can: - Stay informed with breaking news from China and the world on your mobile devices; - Never miss a thing by subscribing to push notifications; - Customize your news feed, and choose the Chinese or global edition; - Read news either in English or Chinese in the bilingual channel; - Easily find headlines that fit your interests with the AI-powered news bot; - Listen to audio news; - Watch videos and livestreaming events; - Get everything you need if you want to travel, study or work in China; - Earn gifts and other rewards by reading, sharing, liking and commenting on an article; - Use a built-in English dictionary to help with reading.  We value your feedback. If you have something to share, then email us at app@chinadaily.com.cn.  If you're enjoying the app, please leave us a rating and review. Thank you!   You can also visit the website below to learn more: http://www.chinadaily.com.cn/mobile  The app is developed and operated by China Daily Multimedia Co. Ltd."
295,3C17475B0789290E41196B7E76E2175DEE067DD6F3F9401736746673FE78D6FD,com.theotino.chinadaily,News,"Update China Daily app to the last version for better outlook and experience.   China Daily app is your first choice for English news about China.   China Daily, the largest English-language media group in China, is the go-to source for high-quality English news content including breaking news, livestreaming, videos, commentary and in-depth reporting. The app also has a bilingual channel that allows users to read news in English or Chinese.     Download the app now and you can: - Stay informed with breaking news from China and the world on your mobile devices; - Never miss a thing by subscribing to push notifications; - Customize your news feed, and choose the Chinese or global edition; - Read news either in English or Chinese in the bilingual channel; - Easily find headlines that fit your interests with the AI-powered news bot; - Listen to audio news; - Watch videos and livestreaming events; - Get everything you need if you want to travel, study or work in China; - Earn gifts and other rewards by reading, sharing, liking and commenting on an article; - Use a built-in English dictionary to help with reading.  We value your feedback. If you have something to share, then email us at app@chinadaily.com.cn.  If you're enjoying the app, please leave us a rating and review. Thank you!   You can also visit the website below to learn more: http://www.chinadaily.com.cn/mobile  The app is developed and operated by China Daily Multimedia Co. Ltd."
298,11E70C3E72E0629E77F933673081CB9EF8D00DE23A54A2CCADA2F6CB305A3668,com.theotino.chinadaily,News,"Update China Daily app to the last version for better outlook and experience.   China Daily app is your first choice for English news about China.   China Daily, the largest English-language media group in China, is the go-to source for high-quality English news content including breaking news, livestreaming, videos, commentary and in-depth reporting. The app also has a bilingual channel that allows users to read news in English or Chinese.     Download the app now and you can: - Stay informed with breaking news from China and the world on your mobile devices; - Never miss a thing by subscribing to push notifications; - Customize your news feed, and choose the Chinese or global edition; - Read news either in English or Chinese in the bilingual channel; - Easily find headlines that fit your interests with the AI-powered news bot; - Listen to audio news; - Watch videos and livestreaming events; - Get everything you need if you want to travel, study or work in China; - Earn gifts and other rewards by reading, sharing, liking and commenting on an article; - Use a built-in English dictionary to help with reading.  We value your feedback. If you have something to share, then email us at app@chinadaily.com.cn.  If you're enjoying the app, please leave us a rating and review. Thank you!   You can also visit the website below to learn more: http://www.chinadaily.com.cn/mobile  The app is developed and operated by China Daily Multimedia Co. Ltd."
305,A762301B8305508481DC623BA62BB1F9D8EC3A93366F5323E76DB5D161C738FC,com.theotino.chinadaily,News,"Update China Daily app to the last version for better outlook and experience.   China Daily app is your first choice for English news about China.   China Daily, the largest English-language media group in China, is the go-to source for high-quality English news content including breaking news, livestreaming, videos, commentary and in-depth reporting. The app also has a bilingual channel that allows users to read news in English or Chinese.     Download the app now and you can: - Stay informed with breaking news from China and the world on your mobile devices; - Never miss a thing by subscribing to push notifications; - Customize your news feed, and choose the Chinese or global edition; - Read news either in English or Chinese in the bilingual channel; - Easily find headlines that fit your interests with the AI-powered news bot; - Listen to audio news; - Watch videos and livestreaming events; - Get everything you need if you want to travel, study or work in China; - Earn gifts and other rewards by reading, sharing, liking and commenting on an article; - Use a built-in English dictionary to help with reading.  We value your feedback. If you have something to share, then email us at app@chinadaily.com.cn.  If you're enjoying the app, please leave us a rating and review. Thank you!   You can also visit the website below to learn more: http://www.chinadaily.com.cn/mobile  The app is developed and operated by China Daily Multimedia Co. Ltd."
306,9D9494C03F57C9FBBEF37E8FB30DFDC7D37D5D49176298D168A9B6574025682F,com.theotino.chinadaily,News,"Update China Daily app to the last version for better outlook and experience.   China Daily app is your first choice for English news about China.   China Daily, the largest English-language media group in China, is the go-to source for high-quality English news content including breaking news, livestreaming, videos, commentary and in-depth reporting. The app also has a bilingual channel that allows users to read news in English or Chinese.     Download the app now and you can: - Stay informed with breaking news from China and the world on your mobile devices; - Never miss a thing by subscribing to push notifications; - Customize your news feed, and choose the Chinese or global edition; - Read news either in English or Chinese in the bilingual channel; - Easily find headlines that fit your interests with the AI-powered news bot; - Listen to audio news; - Watch videos and livestreaming events; - Get everything you need if you want to travel, study or work in China; - Earn gifts and other rewards by reading, sharing, liking and commenting on an article; - Use a built-in English dictionary to help with reading.  We value your feedback. If you have something to share, then email us at app@chinadaily.com.cn.  If you're enjoying the app, please leave us a rating and review. Thank you!   You can also visit the website below to learn more: http://www.chinadaily.com.cn/mobile  The app is developed and operated by China Daily Multimedia Co. Ltd."
309,6C2106D311645081500C21CFC9566FD3FDA967C3B05D554DBA6E09DA9DD5888C,me.shouheng.leafnote,Notepad,"Our original intention is to create such an Android note-taking software:  It reads and writes file directories in a multi-level format, so that we can synchronize our note files between computers and mobile phones through cloud synchronization. As long as there is an Internet connection, we can turn on our mobile phones and record our thoughts at any time and anywhere.  Our data is only stored on the device and our own cloud disk, so our notes will be more secure.  It supports Markdown basic syntax, can render MathJax mathematical formulas, and provides a variety of themes and syntax highlighting.  It can help us insert pictures and reference other notes in the form of relative paths. In this way, we can use pictures as we like in our notes without any picture bed.  It can provide us with many ways to manage our notes. In addition to multi-level directories, you can also break directory restrictions and categorize your own notes in the form of tags.  It can provide an efficient search mechanism and can find the keywords we want in all notes.  Pictures are notes. We hope to be able to quickly record what is happening and our thoughts in the form of pictures + notes.  In order to organize pictures, it should also provide functions such as picture cropping, transformation and processing.  We want it to save what we write in real time...  We want it to be able to export notes to HTML, text, PDF and images...  We hope that it can make full use of platform features and provide some personalized functions, such as desktop widgets, shortcuts, notification bar buttons...  We also hope...  So, we made Leaf Note.  Leaf Note is a private and secure note-taking software that supports Markdown syntax and cloud synchronization. It is not only powerful and smooth, but also has an elegant appearance.  If a worker wants to do his job well, he must first sharpen his tools. We hope it helps you better record your thoughts.  You can try it now.  No matter you have any comments or suggestions, you can give us feedback at any time.  Thanks!"
316,2FFAE8145672191885B17033EED8FDA89931F14FA78C069A387D1CAED05F89E8,com.ryzenrise.vaporcamera,PhotoEditor,"Highlight your photo in social media with unique and well-designed Glitch & VHS, Retro filters and textures.   -------Video & Photo Filters------- 【Glitch & VHS】: Glitch & VHS filters make the warped screen and trippy effects. Glitch & VHS effects are the best option to show your personality, just use glitch & VHS art to express your attitude. We provide multiple glitch & VHS filters, including trippy, grain, faded, vignette effects.  【Retro】: Retro filters create the old-school style Go back to 80s and 90s; Retro effects can also make your pictures look classic. You can combine the retro and vintage style with synthwave and cyberpunk effects.  Apart from glitch & VHS, retro filters, we also have Illusion, Blur & Twist filters for you to creat pics art: 【Illusion】: Use illusion to show your wildest imagination. 【Blur】: Blur the imperfection, and blur the distinction; 【Twist】: Simple twists and folds can make a big difference.   ---------Texture (Overlay)--------- Over 40 glitch texture/overlay are available. You can add those aesthetic texture/overlay to both pics and videos, and combine them with filters to create brand new pics art!   -----------Other Features----------- - Now we have vaporwave frames, and vaporwave stickers are also available; come and decorate your photo with stickers and frames of synthwave, cyberpunk, seapunk, macintosh plus, windows 95, sadboys, simpsonwave. - Crop the photo as you want & share it on various platforms.   Use this vapor cam to create video & pics art! Share them on social media, like Tik Tok, Instagram, Snapchat, Facebook, Twitter, Youtube, Flipagram, Funimate or Musical.ly etc. You will be next social media celebrity."
366,233E1C9BC76DA49003484AD56171AAB33617D2F6D4E3C76AACA96D4DB344DDE6,com.jntc.clockwavesync,Radio,"I have a Casio G-Series radio watch, but it is always unable to receive radio waves from time signal station, so I started to write an application to solve this problem.  After some research, I finally wrote this application, which can perfectly simulate the timing signal and happily calibrate the time.  Usage method: 1. Adjust the volume of phone to the maximum. 2. Switch the radio controlled watch / clock to manual wave receiving mode. 3. Click the ""start"" button. 4. Place the watch / clock near the phone speakers. 5. The synchronization process generally takes 3-10 minutes, please wait patiently.  Matters needing attention: 1. Please try to use the software in a quiet environment to avoid signal interference. 2. The volume of the mobile phone must be adjusted to the maximum. It's too small and the effect is not good.  Characteristic: 1. Supports simulation of all types of Time Wave Signal: * China BPC * USA WWVB * Japan JJY40 / JJY60 * Germany DCF77 * British MSF 2. The unique ""Beast Mode"" provides higher frequency simulation signals and faster sync.  Contact information: Please contact me if you have any use questions *QQ: 3364918353 *Email: 3364918353@qq.com"
372,575F6139CB30A03A54480155F86562000DD0C8F1AE6F7AE6DF93BD420790659B,com.github.eprendre.tingshu,Radio,"Supports local, LAN (smb v2/v3), and webdav."
378,3B3D3FA7B1647B8F2DB80087BA411F76E3E3F5001AE2183249C69BA9F70F5D62,com.xiachufang,Recipes,"★ Chinese recipes and more comprehensive, more popular gourmet community; Apple's official App Store ★ Featured recommended food applications; ★ reported CCTV CCTV news channel for young people popular lifestyle APP.  ----The main function----- ★ seasonal epidemic: Depending on the throttle, it should tell you what to eat three meals a day is not heavy like; ★ list Recommended: come and see what is being done together with more than 20,000 recipes are? ★ popular community: you try to publish a cookbook, you get the most realistic kitchen Like Friends point, exchange ideas to enhance the cooking; ★ activities, prizes: regular and co-branding publish online and offline activities call-up orders, win prizes, make friends; ★ buy ingredients: Combine Daren recommended, to help you pick the most quality ingredients and utensils, and instantly become admirers of food experts around them.  ----- ----- Innovation Highlights ★ basket: recipe ingredients required to join a key basket, go to farms to buy food will never forget to buy onions it! ★ landscape mode: in the kitchen, cooking recipes operation to landscape mode, convenient and easy.  -----contact us----- ★ Weibo and public micro-channel number: the kitchen ★ cooperation with the suggestion: talk@xiachufang.com ★ 400 Tel: 4000-517-707"
379,960F56E15A8822CF4F5DBA03698E8BC165A05D6253CF1D2C856B0D4AD083762B,com.xiachufang,Recipes,"★ Chinese recipes and more comprehensive, more popular gourmet community; Apple's official App Store ★ Featured recommended food applications; ★ reported CCTV CCTV news channel for young people popular lifestyle APP.  ----The main function----- ★ seasonal epidemic: Depending on the throttle, it should tell you what to eat three meals a day is not heavy like; ★ list Recommended: come and see what is being done together with more than 20,000 recipes are? ★ popular community: you try to publish a cookbook, you get the most realistic kitchen Like Friends point, exchange ideas to enhance the cooking; ★ activities, prizes: regular and co-branding publish online and offline activities call-up orders, win prizes, make friends; ★ buy ingredients: Combine Daren recommended, to help you pick the most quality ingredients and utensils, and instantly become admirers of food experts around them.  ----- ----- Innovation Highlights ★ basket: recipe ingredients required to join a key basket, go to farms to buy food will never forget to buy onions it! ★ landscape mode: in the kitchen, cooking recipes operation to landscape mode, convenient and easy.  -----contact us----- ★ Weibo and public micro-channel number: the kitchen ★ cooperation with the suggestion: talk@xiachufang.com ★ 400 Tel: 4000-517-707"
